Profile Name,Date,Data,Star
OluwaseyiA,"8 months ago | Dec 30, 2023 1:22 PM","Great product, the picture quality is great and my product comes with 5 movies credit.",Rated 5 out of 5 stars
SherrieG,"8 months ago | Dec 30, 2023 11:25 AM",This TV is awesome. Picture quality is incredible and the different modes (like cinema mode) really take it up a notch! I purchased the tv with a sound bar so the sound quality is great too!,Rated 5 out of 5 stars
SandySchmitz,"8 months ago | Dec 30, 2023 11:04 AM",The salesman was super helpful and knowledgeable. The TV was easy to install. We love it,Rated 5 out of 5 stars
RoyG,"8 months ago | Dec 30, 2023 10:11 AM",I haven't had any problems or issues with my new Sony Bravia. The only problem I've had was with the wall mount that I bought separately. The only speedbump is I am using the legs for the time being and the directions weren't clear about needing to use a left and right leg for the stand. After a brief internet question I felt a bit silly but mostly relieved that every was fine with the TV.,Rated 5 out of 5 stars
user259999,"8 months ago | Dec 30, 2023 9:40 AM",Excellent picture (re: contrast/brightness) and easy setup with integrated Google TV.,Rated 5 out of 5 stars
user485689,"8 months ago | Dec 30, 2023 8:45 AM",Great TV.  Real clear picture and natural coloration.,Rated 5 out of 5 stars
Steveyj,"8 months ago | Dec 30, 2023 6:31 AM",This is the second one that we bought the picture is just as good in our house as it was on the showroom floor.,Rated 5 out of 5 stars
KimR,"8 months ago | Dec 30, 2023 6:24 AM","Very pleased with my new TV. Very good tv quality, beautiful picture",Rated 5 out of 5 stars
AllisonB,"8 months ago | Dec 29, 2023 10:59 PM",We are thrilled with the service from Best Buy and our new Sony TV!!? Fantastic color and clarity!!,Rated 5 out of 5 stars
AgileMaven,"8 months ago | Dec 29, 2023 9:25 PM","Great TV to go for in budget range of $900 to $1100. Great picture quality, array display is really great and the colors are widely and equally spread across each pixel. No doubt Sony excels then any other brands in picture quality.",Rated 5 out of 5 stars
ReneeH,"8 months ago | Dec 29, 2023 9:23 PM",The salesperson assisting me was quite knowledgeable and was able to give me the  details of the product I was looking for in a manner that made sense to me.,Rated 5 out of 5 stars
LuisC,"8 months ago | Dec 29, 2023 7:43 PM",good product i like and happy with this tv sony is the best,Rated 5 out of 5 stars
SkyR,"8 months ago | Dec 29, 2023 7:13 PM","love my new bravia 65 inch tv. the details and colors are amazing, i can see new things in movies ive watched many times. id highly recommend",Rated 5 out of 5 stars
AnnaleeC,"8 months ago | Dec 29, 2023 6:42 PM",Oh how I love this tv it’s like my Samsung but bigger I love coming home to watch a great movie on this tv perfect size for my home and I love the quality of the picture great sound and super easy to mount and put the legs on and off love the fact that it’s a smart tv and also connected to google and the fact that it saves all my shows for when I just want to resume watching,Rated 5 out of 5 stars
SandeeM,"8 months ago | Dec 29, 2023 6:41 PM",Very nice picture and best tv I’ve ever owned. Service representative was very knowledgeable and friendly,Rated 5 out of 5 stars
WarrenS,"8 months ago | Dec 29, 2023 6:03 PM","Awesome TV , the picture, the sound, the added program availability make one of the best tv’s I have owned",Rated 5 out of 5 stars
Returned,"8 months ago | Dec 29, 2023 5:49 PM",Great TV SONY  picture is terrific. Best Buy Geek Squad Delivery and Set up was superb. Being total tech member is worth every penny. Great combo. Sonny and Best Buy.,Rated 5 out of 5 stars
Bowflex,"8 months ago | Dec 29, 2023 5:49 PM","Super clear tv.
Worth the xtra money to get a much better product",Rated 5 out of 5 stars
JustinT,"8 months ago | Dec 29, 2023 5:45 PM",This is an Amazing tv. Good price and great customer service,Rated 5 out of 5 stars
RobertR,"8 months ago | Dec 29, 2023 5:38 PM","Great upgrade from our previous Sony TV. Due to limited size we could only get a 65"" unit, but still bigger than the 55"" we had.",Rated 5 out of 5 stars
OdusS,"8 months ago | Dec 29, 2023 5:38 PM","Was not happy or impressed with the picture. Did nut live up to its billing, to me.",Rated 3 out of 5 stars
Lee2000,"8 months ago | Dec 29, 2023 5:30 PM",Great picture.  Good app application.  Depth in material.  Easy to operate.,Rated 5 out of 5 stars
MalcolmP,"8 months ago | Dec 29, 2023 5:00 PM","Product is not compatible with Paramount+, it even displays a message that it is is not, when you attempt to watch Paramount+.",Rated 1 out of 5 stars
FastEddie,"8 months ago | Dec 29, 2023 4:54 PM","Haven't had it for very long, but so far it is working out just fine.  Picture is clear, vivid and just outstanding.  I would recommend this TV to my friends.",Rated 4 out of 5 stars
RonaldMc,"8 months ago | Dec 29, 2023 4:53 PM",I love my sony  TV just as much or more than  my Samsung it turned out to be a great pick !!!,Rated 5 out of 5 stars
Atouchine,"8 months ago | Dec 29, 2023 4:40 PM",It was our best decision to make to get the Sony flat screen tv. The tv screen is nice and crystal clear!,Rated 5 out of 5 stars
ShunueJ,"8 months ago | Dec 29, 2023 4:20 PM","I absolutely love my TV, but the time I had to wait just for someone to acknowledge me was insane. I was by the TV that I wanted to purchase. 3 Best Buy people walked by me as if I was glass. I finally got in line at the checkout counter, then the cashier looked up and said oh I will send someone to assist you. It took another 15 minutes, but I was patient. I have waited 8 months since my other TV went out. I had my other Sony TV for 17 years. The rep came and even though she was not able to get the TV to come on I appreciated her effort and response. I feel that I made an excellent choice.",Rated 4 out of 5 stars
EricK,"8 months ago | Dec 29, 2023 4:07 PM",The full array LED allowing the color to shine through even against window. by far best in game,Rated 5 out of 5 stars
ErnieB,"8 months ago | Dec 29, 2023 4:02 PM",TV is much brighter and clear compared to our TV we had before the replacement. The installers did a great job on the installation.,Rated 5 out of 5 stars
GregM,"8 months ago | Dec 29, 2023 3:57 PM",Wonderful tv! Larger than expected and the auto lighting on it is really nice. I paired it with a Sonos and those sound great together. Lots of features. The smart tv stuff is meh though.,Rated 5 out of 5 stars
AdrienneK,"8 months ago | Dec 29, 2023 3:55 PM",Great tv upgrade for my bright family room. We added soundbar and everything looks and sounds wonderful in our open family room/kitchen space.,Rated 5 out of 5 stars
PeterS,"8 months ago | Dec 29, 2023 3:50 PM",Crisp clear picture with vibrant colors and shows depth.,Rated 5 out of 5 stars
JeroldK,"8 months ago | Dec 29, 2023 3:49 PM",Great picture and easy to control.  Great for watching football,Rated 5 out of 5 stars
JoeP,"8 months ago | Dec 29, 2023 3:33 PM",love this new 65 inch tv. great picture and sound. highly recommend it.,Rated 5 out of 5 stars
ChristopherE,"8 months ago | Dec 29, 2023 3:31 PM","I splurged a little on this one, and glad i did. By far, the best TV I've ever owned.  Definitely worth the money!",Rated 5 out of 5 stars
AnotherBuyer,"8 months ago | Dec 29, 2023 3:16 PM",Really good color and resolution. All the apps are relevant and easily customisable. Especially great if you use Google apps often.,Rated 5 out of 5 stars
DawnF,"8 months ago | Dec 28, 2023 2:39 PM","Great TV with crisp picture, easy to set up!  This is the 2nd one we have purchased.  Can't go wrong with the Sony Full Array!",Rated 5 out of 5 stars
Rahman,"8 months ago | Dec 28, 2023 2:28 PM","Love the picture quality , color is just too good!
Sound quality is fine and easy to put together.
One thing we found difficult is to connect our android phone which was very easy with my old samsung tv. I still couldnot figure it out how it actually works",Rated 4 out of 5 stars
Dylanmb,"8 months ago | Dec 27, 2023 9:59 PM","I want to love this TV. Its honestly beautiful and the processing and motion and upscaling are amazing. My only problem with the tv is blooming, when the light bleeds from a bright object with a dark background. Its too distracting and im likely going to return it.",Rated 3 out of 5 stars
LisaD,"8 months ago | Dec 27, 2023 4:45 PM",Great picture & sound!! I love how the screen is still visible in my bright living room!,Rated 5 out of 5 stars
LizJ,"8 months ago | Dec 27, 2023 10:16 AM",works great with a clear picture. We love the new tv,Rated 5 out of 5 stars
ElaineC,"8 months ago | Dec 26, 2023 6:06 PM","Nice picture, 4k is great when streaming.  Have not been able to pair to my iPad yet and that’s a bummer.",Rated 4 out of 5 stars
LesterK,"8 months ago | Dec 26, 2023 12:23 AM",Very impressed with this TV. Pairs great with the PS5.,Rated 5 out of 5 stars
KellyP,"8 months ago | Dec 25, 2023 5:11 PM","have to turn the sound bar on manually the remote does run the volume, but does not turn it on and off",Rated 4 out of 5 stars
CalvinoS,"8 months ago | Dec 25, 2023 10:40 AM",Watching from an angle you lose like a 3rd of the color. Also remote has no numbers on it. Same as a firestick remote.,Rated 3 out of 5 stars
JamesL,"8 months ago | Dec 24, 2023 10:22 PM","Great size, picture definition, and brightness. Is perfect for my living room.",Rated 5 out of 5 stars
Bosskoss,"8 months ago | Dec 24, 2023 8:07 PM","The picture is great, but you do have to keep the light down. It's not as good with handling natural light as I'd hoped. But it has one of the best pictures I've ever seen and it's really great with streaming and older content. I'm still keeping it",Rated 4 out of 5 stars
Robotech79,"8 months ago | Dec 24, 2023 9:39 AM",Very pleased with my new 65in. Sony TV. Great picture crystal clear and the sound quality is superb. Easy setup instructions for a cord cutter like myself. I highly recommend this one to anyone looking to upgrade their older unit.Since going to streaming now 3 years all the apps that I used were already installed on this unit which made it much easier to just login. Over all I would highly give this one a 5 star review.A highly quality set at a reasonable and affordable price.,Rated 5 out of 5 stars
Brad,"8 months ago | Dec 23, 2023 10:17 PM",We are very happy with this purchase. I walked the store with the Best Buy employee and looked at ever television and he was able to answer all on my questions.  We ended up back in front of this picture for the no picture and the value.  Very Very happy!,Rated 5 out of 5 stars
Anonymous,"8 months ago | Dec 23, 2023 4:37 PM","Took a few to figure out the screen quality, but once I did it is a really nice set!",Rated 5 out of 5 stars
JanB,"8 months ago | Dec 23, 2023 11:21 AM",Im totally happy with the picture quality on this Sony TV!,Rated 5 out of 5 stars
BiancaC,"8 months ago | Dec 23, 2023 11:15 AM","Great sales experience.  Very much improved compared to my last experience at this location (Westminster, CO).HAPPY c",Rated 5 out of 5 stars
KimB,"8 months ago | Dec 23, 2023 8:58 AM",Salesperson was very helpful and knowledgeable.  We are very pleased with the quality of the TV.,Rated 5 out of 5 stars
KGSA,"8 months ago | Dec 23, 2023 6:19 AM",Husband loves it. Great installers picture and sound set up remarkable couldn’t be more pleased and working with this particular group individuals.,Rated 5 out of 5 stars
ShelleyV,"8 months ago | Dec 23, 2023 6:02 AM","This is a great TV. Crisp, clear picture. Easy to navigate.",Rated 5 out of 5 stars
AkhilaK,"8 months ago | Dec 23, 2023 1:20 AM",This is one of the best gifts that we gave ourselves for this holiday season. The picture clarity and the sound are perfect to enjoy the movies with our family. It felt like a home theater setup.,Rated 4 out of 5 stars
Dondi,"8 months ago | Dec 22, 2023 7:33 PM",Great picture and sound. Easy to attach to my VESA swivel mount. Setup was easy and quick. Only drawback is the remote is very limited so I am using the old Sony TV remote that has all the options and even works to control my surround system.,Rated 5 out of 5 stars
ChaCha,"8 months ago | Dec 22, 2023 7:25 PM","I've been really pleased with this tv.  Picture quality is good, sound is good and the price was good.  I only wish the remote was backlit.",Rated 5 out of 5 stars
Loke,"8 months ago | Dec 22, 2023 6:54 PM","It's great for the money. The picture is great,  games look excellent. The menu is fast.",Rated 5 out of 5 stars
CSFs,"8 months ago | Dec 22, 2023 6:30 PM",So far this tv is great. Sceen is non reflective and the picture is great.,Rated 5 out of 5 stars
RicardoS,"8 months ago | Dec 22, 2023 5:23 PM","It looks very good, my dad and I did not leave the quality Sony is unique.",Rated 5 out of 5 stars
JamesZ,"8 months ago | Dec 22, 2023 5:21 PM",The graph is super clear. Sound system is good enough.,Rated 5 out of 5 stars
Abizzle,"8 months ago | Dec 22, 2023 5:19 PM",Absolutely amazing a perfect size and the 120 herts makes it amazing to game on as well and 4k makes it amazing for movies and shows the best tv I’ve ever owned for sure,Rated 5 out of 5 stars
RIcky,"8 months ago | Dec 22, 2023 5:10 PM",It's a Sony so you know you are getting a quality TV. Very happy with this purchase.,Rated 5 out of 5 stars
LorraineC,"8 months ago | Dec 22, 2023 5:05 PM",We love our SONY Bravia TV  Picture quality is great -love the 4K clarity . Colors is super too !,Rated 5 out of 5 stars
Govind,"8 months ago | Dec 22, 2023 4:36 PM",Very good clarity picture than UHD…awesome sound effect with Dolby mode….hands free with Alexa an additional advantage….,Rated 5 out of 5 stars
user562882,"8 months ago | Dec 22, 2023 4:30 PM","great TV for the $$$, excellent picture and surprisingly good sound from the TV speakers.   Did buy the Sony 5000 soundbar a few weeks after the TV and honestly not sure it sounds much better than just the TV speakers...

minor nit... A little disappointed with the over the air reception but to be fair that might be my attenna set up which i haven't had time to investigate. 

Best Buy delivery was excellent.. kept me updated day of delivery until the reached the house.  Overall BB price and delivery was top notch...",Rated 5 out of 5 stars
Lynnie,"8 months ago | Dec 22, 2023 4:17 PM",Great and easy purchase. Dealt with a very knowledgeable and nice sales person.,Rated 5 out of 5 stars
bigwormm,"8 months ago | Dec 22, 2023 4:16 PM",great picture not as bright as some tvs but picture quality is great,Rated 4 out of 5 stars
SalG,"8 months ago | Dec 22, 2023 4:15 PM",EXCELLENT PRODUCT...ADD A SOUND BAR AND YOU HAVE MOVIE THEATER QUALITY SOUND.,Rated 5 out of 5 stars
MonkeySeeMonkeyDoo,"8 months ago | Dec 22, 2023 3:59 PM","Excellent TV!  I mounted this on my wall, was easy to lift alone, although I wouldn't recommend it.  The menu system is great - I use my nvidia shield and it was super easy to get this set up to basically be just a monitor, with video passed through my receiver and no audio.  The menu system is great, and was easy to tailor the picture settings - there are many and I'm not quite done yet, but it's been great so far - no complaints.  You won't regret it.",Rated 5 out of 5 stars
NannynursePam,"8 months ago | Dec 22, 2023 3:50 PM","Picture is crisp and clear, set up was easy and navigation of our first smart TV was not difficult. We do have quite a bit of light in our TV room on a sunny day and you do get reflection from the windows in the picture but it is not terrible. Otherwise, I have nothing negative to say about the TV",Rated 5 out of 5 stars
RoseB,"8 months ago | Dec 22, 2023 3:45 PM",What a beautiful tv just an amazing picture!! Very nice quality!! When setting up it reads the acoustics in the room!!! Love love this very happy with our purchase! Worth every penny,Rated 5 out of 5 stars
RCornell,"8 months ago | Dec 22, 2023 3:42 PM",This TV is perfect for our area.  The picture quality is great as well as the sound. I highly recommend.,Rated 5 out of 5 stars
OmkarO,"8 months ago | Dec 22, 2023 3:41 PM",This is a Awesome TV for the price. The set up is easy with Google Home and the TV works beautifully in all types of light situations in the room,Rated 5 out of 5 stars
user544029,"8 months ago | Dec 22, 2023 3:38 PM",Great tv. Best Buy was easy to deal with. Black Friday deals didn’t seem much better than regular deals but the price was fine. TV looks great.,Rated 5 out of 5 stars
Nateboy,"8 months ago | Dec 22, 2023 6:28 AM","I bought this tv and had Geek Squad to install it Saturday December 16. The did a great job and showed me everything that I needed to know. The colors of this TV pop! It was already adjusted by the factory and didn’t have to do nothing, but enjoy  the fantastic vibrant colors. I’m glad that I picked this over the new Hiscense tv and the TCL tv. The Sony has a terrific processor vs. the other two TVs.",Rated 5 out of 5 stars
Grumpybear,"8 months ago | Dec 21, 2023 5:10 PM","Great quality, several options for video streaming. Thin bezel makes screen viewing the ultimate viewing experience. On screen instructions make it easy for the most user friendly installation.",Rated 5 out of 5 stars
VenkataramanaM,"8 months ago | Dec 21, 2023 8:02 AM","Nice product with best picture quality.
I have been using this product from last 30 days.",Rated 5 out of 5 stars
Hvds,"8 months ago | Dec 20, 2023 12:23 PM","Very good picture quality, sound and overall good purchase. I wanted a 65” tv and from all other brands less price but I chose this and best one. Price is just $200 less from regular.",Rated 5 out of 5 stars
StellaK,"8 months ago | Dec 20, 2023 6:04 AM",Great product!!! We are happy to finally get our brand new Sony Bravia Google smart TV delivered! It has the most amazing picture and great sound!,Rated 5 out of 5 stars
TerenceB,"8 months ago | Dec 20, 2023 5:59 AM",Awesome TV Girl very clear picture that sound is great. Love the TV.,Rated 5 out of 5 stars
Cisra3,"8 months ago | Dec 19, 2023 5:23 PM",This TV is fantastic! Grade upgrade from my Bravia from 2016. The colors are vivid and picture is clear. Even the darker colors are clearer and deeper. All apps run super smoothly.,Rated 5 out of 5 stars
BBCust17,"8 months ago | Dec 19, 2023 2:26 PM","Picture quality is good, however there are lots of issues faced like display got frozen, tv turned off abruptly while watching, Roku stick not working properly etc..",Rated 3 out of 5 stars
GaryK,"8 months ago | Dec 19, 2023 11:52 AM",very good value for the money as a second TV in the bedroom.  Best it is a Sony!,Rated 5 out of 5 stars
JermaineL,"8 months ago | Dec 19, 2023 11:12 AM","This tv is amazing. Color rendition, contrast and detail are all 10 out of 10",Rated 5 out of 5 stars
Gordie9,"8 months ago | Dec 18, 2023 3:06 PM","Our new Sony Bravia is fantastic, the colors are bright and the picture is really clear.  We watch a lot of sports and it seems like we're almost on the field (or ice).  We had a smaller Bravia for almost 12 years, and our new Sony doesn't dissapoint",Rated 5 out of 5 stars
PamelaD,"8 months ago | Dec 18, 2023 10:05 AM","It's a beautiful picture; it's very easy to maneuver among apps.  I'm hoping for a sound bar from Santa but if that doesn.t happen, I'll be back.  I switched from Samsung to Sony and couldn't be more pleased.",Rated 5 out of 5 stars
armond50,"8 months ago | Dec 17, 2023 10:40 PM",This tv is SOOO cool its the best tv I have ever bought!! This tv is soo cheap for its size.,Rated 5 out of 5 stars
Socaldude,"8 months ago | Dec 17, 2023 5:13 PM",I really love the this tv! The picture and software is fantastic. I highly recommend it.,Rated 5 out of 5 stars
JohnF,"8 months ago | Dec 17, 2023 4:49 PM",Tv looks amazing Keith always helps me when it comes to choosing the right tv !,Rated 5 out of 5 stars
JesusD,"8 months ago | Dec 17, 2023 4:31 PM","Amazing picture quality bought it for my Playstaion 5 and it connects perfectly, even has its own menu specifically for the PS5, the interface is very user friendly as well all of your apps in one place makes it easy to jump back in to what you were watching. Very slim for its size and also sits lower than most TVS which is nice.",Rated 5 out of 5 stars
mick1945,"8 months ago | Dec 17, 2023 2:39 PM",Wow!! What a picture. It is unbelievable how great this color and quality of picture is. You can look at this TV at an angle and still have great picture. I'm still learning the attributes of this TV.,Rated 5 out of 5 stars
LPSS,"8 months ago | Dec 17, 2023 2:11 PM",Incredible picture..sound is very good altho I added a soundbar....good value for black friday $999.,Rated 5 out of 5 stars
Lars,"8 months ago | Dec 17, 2023 1:53 PM","Quality tv,  first Sony I've bought, great price and picture",Rated 5 out of 5 stars
DaddyTechBuyer,"8 months ago | Dec 17, 2023 12:27 PM",What an amazing screen. Best Buy tech steered me to this over a Highsense. So happy!,Rated 5 out of 5 stars
ShaneV,"8 months ago | Dec 17, 2023 3:02 AM",Love this TV!  Awesome blacks and very high picture quality!,Rated 5 out of 5 stars
user410015,"8 months ago | Dec 16, 2023 11:42 PM",Picture is great. Motion not as good as expected especially for 120 hrz tv.,Rated 4 out of 5 stars
Frank,"8 months ago | Dec 16, 2023 5:50 PM","very nice picture, 720p tv service looks great, PS5 connected to it, looks super, great size for larger room",Rated 5 out of 5 stars
Thewizard,"8 months ago | Dec 16, 2023 4:26 PM",So far another great Sony TV. I hope this one last as long as the last one.,Rated 5 out of 5 stars
carltonsle,"8 months ago | Dec 16, 2023 4:05 PM","I just purchased 3 65-inch X90L TVs on Black Friday, 2023. The image of this LED/LCD panel is impressive. I am coming off the Sony X900H 65-inch panel I purchased from BestBuy back in 2021. The image of the X90L is head and shoulders above the X900. The X90L has a slimmer body than the 900H and it is thinner. It has a maximum of *85 dimming zones compared to the 900H which has 30 zones according to the RTings.com review (It might be thinner than the 900H but it is definitely heavier,) The image does not require a lot of adjustment either in my opinion. It is so life-like, you could almost sunbathe in most sunlight scenes. The only two things I dislike about it is the Sony Logo, it's off to the left. It should be centered. My other complaint is the small remote with the hotkeys and numeral keypad removed. You have to fish through sub-menus to get through basic functions which is unnecessary. I upgraded remotes, I bought the metal remotes with backlit numeral keys with the convenience of the hotkeys. The clicky haptics on the metal remote is satisfying to use.",Rated 5 out of 5 stars
EugeneJ,"8 months ago | Dec 16, 2023 12:48 PM","Tv is great, delivery was quick, price was fair, no complaints at all.",Rated 4 out of 5 stars
AlishaM,"8 months ago | Dec 16, 2023 12:13 PM",TV kept loosing connection to internet. I’ll be getting a replacement in the next few days and fingers crossed that I have a better experience.,Rated 2 out of 5 stars
JoseC,"8 months ago | Dec 16, 2023 10:49 AM",I appreciate the driver texting us when he was on his way,Rated 5 out of 5 stars
DonM,"8 months ago | Dec 16, 2023 9:18 AM","We love the new Sony TV, colors are great, and it's the perfect size",Rated 5 out of 5 stars
DeepakM,"8 months ago | Dec 16, 2023 7:28 AM",The TV and its functions are nice. But setting it up was a hastle. The pictorial instructions for installing the support legs were confusing so we had to consult Youtube. Also setting up Google TV with Phone did not work  TV picture is very nice though.,Rated 4 out of 5 stars
GloriaB,"8 months ago | Dec 16, 2023 6:24 AM",We were about to buy a Samsung but decided to have a look at the Sony as well.  The Sony won out this time.  Great TV!,Rated 5 out of 5 stars
Eric,"8 months ago | Dec 16, 2023 4:32 AM","Gorgeous picture as expected from Sony,the only thing that is a slight letdown for me is the reflection handling. I can clearly see the when my lamps are on in the reflection of the tv in darker scenes. When you're watching something that has a colorful picture it's not a problem but when it's a darker scene you're watching it's quite noticable",Rated 4 out of 5 stars
JoseF,"8 months ago | Dec 15, 2023 11:48 PM","excelent for just watching TV ,playing PS5 have features especially made for the video game",Rated 5 out of 5 stars
JohnK,"8 months ago | Dec 15, 2023 11:22 PM","We were very pleased with the shopping experience for a 65"" flat screen TV for our newly repurposed living room.  BestBuy even honored their low price guarantee when we returned with our original receipts when the price dropped for Black Friday specials.",Rated 5 out of 5 stars
KevinS,"8 months ago | Dec 15, 2023 11:13 PM","Great tv for the price! Fantastic picture and HDR. Features are great, easy to use, etc. Sony never disappoints! Someday I’ll get the soundbar to complete the setup, but as of right now I have no need for it.",Rated 5 out of 5 stars
PamP,"8 months ago | Dec 15, 2023 9:19 PM","Terrific Picture, connected to the soundbar easily. Lots of settings so personal configuration is a process after you watch for a while.",Rated 5 out of 5 stars
DakotaE,"8 months ago | Dec 15, 2023 8:09 PM",Picture looks great and sound is good. Pretty easy one person setup also.,Rated 5 out of 5 stars
SusannahM,"8 months ago | Dec 15, 2023 7:57 PM",Great picture!  This TV is a big size and isnt too heavy to mount on the wall.,Rated 5 out of 5 stars
Danno,"8 months ago | Dec 15, 2023 7:12 PM","TV works great. Use it with an antenna, plus streaming. Once in a while it will not show a channel but it is a quick fix to reset.",Rated 5 out of 5 stars
BarryA,"8 months ago | Dec 15, 2023 6:17 PM","Sony.... You killed it! This TV is a great upgrade from my older Samsung. I loved my Samsung (which is now in my bedroom), but this Sony X90L made my soundbar better and movie viewing experience better. My subwoofer shakes my living room now. Awesome. I bought the TV for $1099 and then it went on sale a week later for $999 and Best Buy credited me the $100. Great TV. Buy it already!",Rated 5 out of 5 stars
beau,"8 months ago | Dec 15, 2023 5:54 PM",It was a good purchase. It is a nice tv. It was easy to set up and gets apps working,Rated 5 out of 5 stars
AustinR,"8 months ago | Dec 15, 2023 5:14 PM",I bought this TV as an alternate display for my PC as well as functioning as a normal TV. what's more to say you already looked at the specs,Rated 5 out of 5 stars
Shoe,"8 months ago | Dec 15, 2023 5:13 PM","Great product! clear resolution, so happy I bougt it",Rated 5 out of 5 stars
RonaldH,"8 months ago | Dec 15, 2023 5:13 PM","great TV and a super price, love the picture and the sound is exceptional",Rated 5 out of 5 stars
Justin,"8 months ago | Dec 15, 2023 5:01 PM","Got this for my parents, they love it so far. Watched Saving Private Ryan like never before",Rated 5 out of 5 stars
JoseR,"8 months ago | Dec 15, 2023 4:55 PM",This TV its a great purchase i truly recommend this tv its perfect for the ps5 i don't have a 4K ps5 game but the picture quality its perfect,Rated 5 out of 5 stars
DAba,"8 months ago | Dec 15, 2023 4:49 PM",The Sony T.V is better than expected. I truly enjoy watching TV and listening to music videos.,Rated 5 out of 5 stars
Chris,"8 months ago | Dec 15, 2023 4:46 PM",Very Good TV. Picture quality is excellent best i have personally owned. Beware of built in motion smoothing make sure you turn it off for the best viewing experience. I use a soundbar but even the tv speakers are surprisingly good.,Rated 5 out of 5 stars
KateB,"8 months ago | Dec 15, 2023 4:29 PM",3 weeks in and we love it so far. It is quite heavy and the remote is sensitive enough that we frequently get accidental changes we did not intend but the picture quality is great and the interface works well with all of our connected devices.,Rated 4 out of 5 stars
BarbaraM,"8 months ago | Dec 15, 2023 4:16 PM","Love the new tv. Ordered on line and picked up at the store, fast and easy.",Rated 5 out of 5 stars
SummerS,"8 months ago | Dec 15, 2023 4:16 PM","This TV is amazing, I love that it connects to Alexa and it’s great for gaming!",Rated 5 out of 5 stars
TimC,"8 months ago | Dec 15, 2023 4:10 PM","Sony is the best!  Nice big, sharp picture.  Colors are very accurate.  Sound is so-so, but that’s how all the flat screens are…my Bose soundbar makes up for it. Very happy with my purchase !",Rated 5 out of 5 stars
Maestroo7,"8 months ago | Dec 15, 2023 4:00 PM",Way better than what I was expecting for the money I spent,Rated 5 out of 5 stars
SabrinaR,"8 months ago | Dec 15, 2023 3:53 PM",Amazing the picture and color on this tv is unbelievable,Rated 5 out of 5 stars
LincolnM,"8 months ago | Dec 15, 2023 3:52 PM","Great picture, easy to mount. Good quality. I expect this one to go well past the warranty period.",Rated 5 out of 5 stars
VannessaJ,"8 months ago | Dec 15, 2023 3:49 PM","Love the Tv! The color is rich, vivid, and the speakers are actually good! Also I’m a gamer and needed 120 hz. Solid for my PS4. Thanks Sony! Also the rep who helped me was so informative and friendly. Super personable, cared about the products and recommended what I was looking for!",Rated 5 out of 5 stars
MarciaL,"8 months ago | Dec 15, 2023 3:47 PM","Bright picture, good sound. Only negative is that soundbar block on/off button on bottom.",Rated 5 out of 5 stars
Khasnavees,"8 months ago | Dec 15, 2023 3:46 PM",Excellent buy from Best Buy.  Quick Service - best prices over thanks giving and wonderful product from Sony.  I am enjoying the TV very much.  Best Color quality and crystal clear picture.,Rated 5 out of 5 stars
AverageJoe,"8 months ago | Dec 15, 2023 3:46 PM",The product was packaged securely. The directions were quick and operation is intuitive. The picture is not as good as OLED but for the pricing it is outstanding. The picture for sports and gaming are crisp with minimal tearing. I also purchased the extended warranty because Best Buy has the best warranty in the business. They are fast to send out a service representative and replacement if required is fast and seamless.,Rated 5 out of 5 stars
DannyH,"8 months ago | Dec 15, 2023 3:42 PM",The TV looks amazing. The Google system used is super quick and works well. The first TV died on me within the first week. I have now had the second for more than a week. It still amazes me every time I use it!,Rated 4 out of 5 stars
Brian,"8 months ago | Dec 15, 2023 3:42 PM",Brilliant picture! Good UI. Always wanted a Bravia and now I know why :),Rated 5 out of 5 stars
LelandH,"8 months ago | Dec 15, 2023 3:37 PM",Very nice..the eco power situation is a lil weird because it effects the overall picture quality...but overall nice!!,Rated 5 out of 5 stars
MarjoryD,"8 months ago | Dec 15, 2023 3:36 PM",Like the new Sony and the GEEK Squad. Picture is great,Rated 5 out of 5 stars
Quagmire,"8 months ago | Dec 15, 2023 3:33 PM",Excellent product and excellent installation! Will use again.,Rated 5 out of 5 stars
RobertJ,"8 months ago | Dec 15, 2023 3:12 PM",this tv provides a superior image and works as advertised.,Rated 5 out of 5 stars
