Profile Name,Date,Data,Star
GracieD,"8 months ago | Dec 31, 2023 2:52 PM","I brought the pink version smaller size and i loved it, so I decide to get another one for my kitchen for my own xmas gift",Rated 5 out of 5 stars
DhirajG,"8 months ago | Dec 31, 2023 1:09 PM",Speaker quality is awesome. Using majorly to watch youtube.,Rated 5 out of 5 stars
KA71,"8 months ago | Dec 30, 2023 4:01 PM","We like the ease of use, the display is great,  read recipes in the kitchen. Very helpful with small tasks, timers, alarms. Good sound for music",Rated 5 out of 5 stars
TomP,"8 months ago | Dec 30, 2023 1:43 PM","i love the nest hub max. if it were only an automatically updating picture frame it would still be worth the price. we don't use the smart features a ton, but i love having the pictures automatically upload from my google photos. i have two at home and gifted one to my mom.",Rated 5 out of 5 stars
Travelers,"8 months ago | Dec 30, 2023 11:28 AM",Very user friendly! Links well with my security system!,Rated 5 out of 5 stars
LoyalSonyCustomer,"8 months ago | Dec 30, 2023 11:09 AM","Great product, screen is just the right size and definition",Rated 5 out of 5 stars
DanetteL,"8 months ago | Dec 30, 2023 9:53 AM","We have 2! Needless to say, they work great. Upgraded from Google nest. Big screen and accurate responses. Great buy!",Rated 5 out of 5 stars
user568391,"8 months ago | Dec 30, 2023 9:15 AM",Loving it!!! Very satisfied with this item! Would highly recommend it. I even bought one for my daughter,Rated 5 out of 5 stars
Nivram2324,"8 months ago | Dec 30, 2023 8:57 AM","As it is aesthetically pleasing, there are still missing features that I'm looking for in a smart hub.
1. There's no video playback capability.
2. Limited photos allowed- you need to pay in order to save & play your photos.
3. Can not distinguish my manly voice from a teenager's.
On the other hand, the quality of the speaker is really superb- can cover a medium to large lounge room.  Connectivity is not an issue-depending on your wifi.  Able to connect various smart things.",Rated 4 out of 5 stars
RandyK,"8 months ago | Dec 30, 2023 7:35 AM",Hard to hook up when replacing an older version and connecting other devices,Rated 5 out of 5 stars
Balaji,"8 months ago | Dec 30, 2023 6:44 AM",Gifted this for my friend. Unfortunately i didnt buy at black friday offer. Really too much difference.,Rated 4 out of 5 stars
Rodolfogabrielg,"8 months ago | Dec 30, 2023 6:27 AM","Amazing display, easy to use, greqt quality picture, able to hanlde all my home smart devices. Really happy with my choice",Rated 5 out of 5 stars
2legit2quit,"8 months ago | Dec 30, 2023 2:12 AM","Great for videos and Google Assistant. The Nest camera is nice for the daytime, but I hope if they make a newer model, the nest cam has night vision.",Rated 4 out of 5 stars
Bazle,"8 months ago | Dec 29, 2023 10:18 PM","I bought this larger screen version after I used the a
Smaller google hub. Like it even better with better visibility and controlling as a main smart hub to my home.",Rated 4 out of 5 stars
M2chipisnotgood,"8 months ago | Dec 29, 2023 10:09 PM",Very nice and easy to connect. Good price as well.,Rated 5 out of 5 stars
JayScott,"8 months ago | Dec 29, 2023 9:15 PM",love this item works great in our kitchen.  would love to get 2 more,Rated 5 out of 5 stars
Darlene,"8 months ago | Dec 29, 2023 7:59 PM",Love this larger screen. Makes it easier to read recipes. The camera is a great add in.,Rated 5 out of 5 stars
CallyP,"8 months ago | Dec 29, 2023 5:52 PM","Had a bit of a hard time setting it up. Once it was set up though it's been great. I'm able to control all of my automations, look up recipes, the only thing that it doesn't do is do a video call with Alexa products which kind of sucks since my whole family has Alexa. Other than that it works great, looks great and is a nice toy to have around.",Rated 4 out of 5 stars
TygerParkShow,"8 months ago | Dec 29, 2023 5:42 PM","Love this thing so much I bought 4 of em and 2 7” Nest Hubs. With the voice command I can control my lights, thermostat, ceiling fan and tv’s. The sound quality is great too. It’s not Sonos quality but sounds good. I have the Nest Hub Max paired with Google WiFi pro, Nest doorbell, a pair of nest hub mini’s, and 4 Chromecasts Google TV 4K devices.",Rated 5 out of 5 stars
Sreeram,"8 months ago | Dec 29, 2023 5:25 PM","I've been using the Google Nest products for a few months now, and I'm impressed with the seamless integration and smart home capabilities. The Nest Hub makes controlling devices a breeze, and Google Assistant's voice control is a game-changer. The Nest Learning Thermostat has helped optimize energy usage, and the overall experience is user-friendly. However, occasional software updates can be a bit frustrating. Still, it's a solid choice for anyone looking to create a connected and efficient home.",Rated 5 out of 5 stars
LeoAg,"8 months ago | Dec 29, 2023 5:11 PM","Amazing product!!  Good for kids and câmaras
I really recommend",Rated 4 out of 5 stars
DavidL,"8 months ago | Dec 29, 2023 5:08 PM",LOVE IT!  Wife is supper happy with purchase.  Nice integration with YouTube Music among other features.,Rated 5 out of 5 stars
Homeasyuse,"8 months ago | Dec 29, 2023 5:08 PM",Very efficient and convenient to use and handy to learn about everything!,Rated 5 out of 5 stars
MommaJ,"8 months ago | Dec 29, 2023 4:48 PM",Happy so far- just received as a Christmas gift. Excited to use in my kitchen,Rated 5 out of 5 stars
JasonS,"8 months ago | Dec 29, 2023 4:35 PM","Does everything I expected it to, but still isn’t quite as useful as I had hoped. I am still getting the hang of it, so I’m sure once I am comfortable with all of the various Google apps (that you have to have to get the full benefits) and setting up automations, etc, I’ll be happier. I got this on a Black Friday deal and it connects to the Nest outdoor cams I already have so I’m not necessarily disappointed. Definitely not intuitive setup, so there’s going to be a steep learning curve for anyone not ultra-familiar with Google products.",Rated 3 out of 5 stars
FernandoR,"8 months ago | Dec 29, 2023 4:31 PM",The max is an awesome home speaker and streaming device mix,Rated 5 out of 5 stars
Johanza,"8 months ago | Dec 29, 2023 4:06 PM",Love these.  Have one in every room in the house and one on the patio.,Rated 5 out of 5 stars
Scott,"8 months ago | Dec 29, 2023 4:03 PM","I bought this to replace an Amazon Echo Show that was getting really annoying with all of the ads.  I have to say that it has exceeded my expectations on every level.  It responds quickly to commands, sounds great and it doesn't show me any advertising like Amazon products.  I just have a couple of suggestions for improving on it.

1. Put a physical camera cover on it like the ones on the newer Amazon Show devices.  I ended up buying a physical camera cover and sticking it to the product.  It works well enough but it would have been nice if I didn't have to buy anything to shutter the camera.
2. The Google Home app isn't very straightforward.  I am still trying to work out how to connect all of my lights and plugs to it and get it to work for both this Hub and my smaller Google Hub that I use as my bedroom clock.

None of these make me feel the need to deduct any stars from it.  It's a great device!",Rated 5 out of 5 stars
Sayonara,"8 months ago | Dec 29, 2023 3:55 PM","Very good display it's used regularly to watch cooking videos in the kitchen it can also be used a security camera but doesn't look to good, great to use Spotify and Google assistant integration is really good",Rated 4 out of 5 stars
user843184,"8 months ago | Dec 29, 2023 3:48 PM","Great product, worth every penny. It is amazing what this thing can do.",Rated 5 out of 5 stars
Twinfalls,"8 months ago | Dec 29, 2023 3:35 PM",Great product jut wish it has more options to add other device on there,Rated 5 out of 5 stars
CharlesS,"8 months ago | Dec 28, 2023 10:40 PM","Video call tracking works great. Face recognition works great so you don't have to say "" Hey Google"".
Sound quality is very good. Keep in mind this isn't a ""sound system""",Rated 5 out of 5 stars
Sundy,"8 months ago | Dec 28, 2023 3:57 PM","Useless.  Glorified Kindle.  Big, Bulky, Clumbsy.  No real practial use unless you want to pretend you are a Jetson.",Rated 1 out of 5 stars
Daniel,"8 months ago | Dec 27, 2023 1:01 AM",Very easy to use and very seamless user interface. Because of this device I basically changed all my devices and now have a fully functioning Google ecosystem that’s controlled by the Nest Hub Max,Rated 5 out of 5 stars
Tornado,"8 months ago | Dec 26, 2023 6:29 PM",My wife wanted the nest since we updated the security for the whole house. The ibly thing needed was the Central Hub for the Google Home. Super easy to used and is just perfect,Rated 5 out of 5 stars
Sams,"8 months ago | Dec 26, 2023 5:22 PM",I use these to control my home. Great integration with the google ecosystem. Speakers are loud and clear and the display is bright with great viewing angles.,Rated 5 out of 5 stars
Phil,"8 months ago | Dec 26, 2023 10:54 AM","I wish it had a little more functionality. It is nice to have, I like it more than the Google Home, but I cannot say I love it.",Rated 4 out of 5 stars
Jordan,"8 months ago | Dec 26, 2023 8:12 AM","Just get the 7inch. Had too many problems with adjusting thermostat it would not adjust and then it would and then it won’t does not let me see the camera to my front door via Vivint was hoping it would be for additional surveillance but honestly, it doesn’t show me my cameras, unless I just don’t know how to use it.",Rated 2 out of 5 stars
TP536,"8 months ago | Dec 25, 2023 9:05 PM",Excellent sound and easy to integrrate with many smart home devices.,Rated 5 out of 5 stars
Que98,"8 months ago | Dec 25, 2023 1:06 PM",Works seamlessly with othe Google/Nest products.  It could be more easier to connect to.  and control nin proprietary devices,Rated 4 out of 5 stars
ThomasH,"8 months ago | Dec 25, 2023 1:45 AM",Nice upgrade from the original. Better quality and larger screen and good quality sound.,Rated 5 out of 5 stars
Great,"8 months ago | Dec 24, 2023 8:03 PM",Very good for the day or when i jeed scheduled evens,Rated 5 out of 5 stars
AJMiller,"8 months ago | Dec 24, 2023 12:44 PM",Very pleased with the nest tub I purchased so I could use it for recipes and use it while I’m working in the kitchen very helpful and very thankful that I purchased this brand,Rated 5 out of 5 stars
Franko,"8 months ago | Dec 24, 2023 10:29 AM",Bought this on sale for Black Friday. At the discounted price this is a no-brainer. Excellent large screen with a physical slide to disable camera and microphone for privacy.,Rated 5 out of 5 stars
LanceM,"8 months ago | Dec 24, 2023 8:09 AM","Works great, we love the larger screen for pictures.",Rated 5 out of 5 stars
KarlaU,"8 months ago | Dec 23, 2023 5:42 PM","Works great with Nest Cam, I'm able to see and talk to my kids while cooking dinner. Helps view recipes and cook hands-free.",Rated 5 out of 5 stars
randblue,"8 months ago | Dec 23, 2023 11:09 AM",I like this better than the mini speakers.  Glad it was on sale so I could finally get it.,Rated 4 out of 5 stars
Talkstek,"8 months ago | Dec 23, 2023 10:34 AM","Great display & sound, very responsive to voice commands. Use it for cooking and getting recipes.",Rated 5 out of 5 stars
chercab,"8 months ago | Dec 23, 2023 9:51 AM",Bought for a gift because got so many comments about mine.,Rated 5 out of 5 stars
Jozette,"8 months ago | Dec 23, 2023 9:19 AM","The Nest Hub is a sleek, smart display that seamlessly merges style with functionality. With a crisp 7-inch display, it excels as a central hub for smart home control. Google Assistant integration, ambient mode, and privacy features make it a standout addition to any connected home. While compact, it delivers big on performance, making it a must-have for those seeking a smart, stylish, and user-friendly home automation experience.",Rated 5 out of 5 stars
WalterP,"8 months ago | Dec 23, 2023 8:57 AM","I like,  all works perfect , easy to use and the command voice works great and faster responds.",Rated 5 out of 5 stars
AmandaK,"8 months ago | Dec 23, 2023 7:33 AM",Love this - makes cooking easy or even helps answer your questions.,Rated 5 out of 5 stars
WinonaM,"8 months ago | Dec 23, 2023 7:32 AM",best gift ever for a 70 year-old guy.   He loves using Spotify on it and the family can make sure he is OK.,Rated 5 out of 5 stars
GinaD,"8 months ago | Dec 23, 2023 3:01 AM",Love the Google Home Hub!  This is my 2nd one. Bought both my kids one too,Rated 5 out of 5 stars
LuisF,"8 months ago | Dec 23, 2023 2:00 AM",I have my smart home with google and it is supercool have everything linked,Rated 5 out of 5 stars
fbcamp,"8 months ago | Dec 22, 2023 10:19 PM","I love this thing. It looks and sounds great. The camera can track you like a human eye. My only complaint is that it looks like third party developers are dropping support. It came loaded with Zoom then that feature went away after an update.


It’s worth the price of admission for the speakers alone. If you can get it on sale go for it!",Rated 5 out of 5 stars
AMcC,"8 months ago | Dec 22, 2023 8:35 PM",Good price. A bit slow to respond to swipes. Setup inconsistent between larger and smaller devices.,Rated 4 out of 5 stars
WouldILie2U,"8 months ago | Dec 22, 2023 7:43 PM","Bought another one to replace a Google Hub. Perfect for video calls, getting updated info, and displaying photos. Took me awhile to get it to the correct timezone, but all good now!",Rated 5 out of 5 stars
Shopper,"8 months ago | Dec 22, 2023 7:31 PM","This hub is great from viewing people at the door with our doorbell and it is very clear. Then when we need to ask it a question or play music the sound is so much better than an Alexa! Considerably better! This was on sale when I bought it, which is why I felt that I should try it on sale. I will definitely be keeping this! It’s so easy to use.",Rated 5 out of 5 stars
AmitG,"8 months ago | Dec 22, 2023 6:29 PM",great product. useful for my parents for daily things,Rated 5 out of 5 stars
DustinC,"8 months ago | Dec 22, 2023 5:21 PM","It,s the best gift you could possibly buy for someone you love!",Rated 5 out of 5 stars
Ccast,"8 months ago | Dec 22, 2023 5:20 PM",I love using my best hub in the kitchen. It’s so helpful for getting measurement conversions when I’m baking. I also love that I can see the recipe on screen being made on video while I’m cooking as well. I highly recommend this for kitchen use!,Rated 5 out of 5 stars
AliciaH,"8 months ago | Dec 22, 2023 5:18 PM",Excellent service I love to chop at Best Buy excellent products,Rated 5 out of 5 stars
Callaro,"8 months ago | Dec 22, 2023 4:53 PM","I love this product!! 
I use it for the nest camera features 
For the google home aspect 
For the video aspect of music and videos 
Asking it for cooking recipes 
Anything you can think of it works in our house.
Would highly recommend getting this.  I have a few of them across my house",Rated 5 out of 5 stars
Bzzz,"8 months ago | Dec 22, 2023 4:50 PM",My everyday use product really good quality and affordable prize. Amazing sound compared to smaller version of it. I even get another one for my wife.,Rated 5 out of 5 stars
Crusty,"8 months ago | Dec 22, 2023 4:39 PM",It work's great. I have smaller one's but the picture is so much better with this one.,Rated 5 out of 5 stars
DanielD,"8 months ago | Dec 22, 2023 4:13 PM","Great smart, home device!
Google Max hub really enhances the control of your smart home.",Rated 5 out of 5 stars
MaribelS,"8 months ago | Dec 22, 2023 4:07 PM",In love with this iream and it plays amazing great sound,Rated 5 out of 5 stars
RomanG,"8 months ago | Dec 22, 2023 4:04 PM","Bought it on Black Friday for $130 and it is so amazing to have in the house. Useful for cooking, music in the background, timer, photos etc.",Rated 5 out of 5 stars
DonaldS,"8 months ago | Dec 22, 2023 4:01 PM",Christmas gift for husband. He has been wanting the larger display. Found a great sale at Best Buy and surprising him this Christmas!,Rated 5 out of 5 stars
GregoryF,"8 months ago | Dec 22, 2023 3:58 PM",I loved my hub so I got the bigger one for the kitchen while i am cooking.  LOVE IT.,Rated 5 out of 5 stars
SavannahW,"8 months ago | Dec 22, 2023 3:48 PM","It was an easy product to set up and work, did everything i needed it to do",Rated 4 out of 5 stars
MichaelT,"8 months ago | Dec 22, 2023 3:45 PM",I purchased this as a replacement for the smaller google hub.  It’s a great product and keeps my toddler occupied with songs and videos.,Rated 5 out of 5 stars
VikramR,"8 months ago | Dec 22, 2023 3:43 PM","Awsome product at an Awsome price
BLACKFRIDAY Deal !",Rated 5 out of 5 stars
MarkO,"8 months ago | Dec 22, 2023 3:36 PM","I love this product, cant wait to see any new updates that will come soon",Rated 5 out of 5 stars
ClaudiaC,"8 months ago | Dec 22, 2023 3:36 PM",Excellent I love my Google Assistant. Great sound I recommend,Rated 5 out of 5 stars
Beware,"8 months ago | Dec 22, 2023 2:35 AM","Picture is very nice for such a small display and does everything you need depending how you set it up if your new to these it can be a bit confusing at first but the more you use the easier  it gets and yes you can watxh movies and listen to your music ""ontrol lights set thermostat and control your tv",Rated 5 out of 5 stars
ScottL,"8 months ago | Dec 21, 2023 11:21 PM","terrible software, half of ther features only work when they want to. integration is not good. google as a company is irresponsive.",Rated 3 out of 5 stars
AlexanderR,"8 months ago | Dec 21, 2023 8:31 PM",As always easy to set up and great features. Great add on to my already existing devices.,Rated 5 out of 5 stars
PrateekK,"8 months ago | Dec 18, 2023 9:08 AM","I replaced my google nest with nest Hub max. I am too happy with the max. I can now make video calls with my friends and family handsfree and big screen. I can conversate with the hub like I am talking to a person, i do not have to say 'Hello Google'. what a relief!!!!",Rated 5 out of 5 stars
DraganS,"8 months ago | Dec 18, 2023 3:54 AM","This is a good one, but with some small issues. Calling another person, for example, turned into an adventure of setting up and back and forth, especially that we started the device using one of our corporate accounts. Other than that, good sound, nice visible screen and the clock I can see without glasses. The light from the device is not invasive, it is pretty nice having it in the bedroom. Once we learn all of the commands for Google Assistant, it would be even better.",Rated 4 out of 5 stars
Anonymous,"8 months ago | Dec 17, 2023 3:36 PM",I love it- helps me wuth recipes. The alarm sounds dont give me a heart attack. You can out your own pictures and the speaker is absolutely great!,Rated 5 out of 5 stars
JohnH,"8 months ago | Dec 17, 2023 2:03 PM","Nest Hub Max is fantastic, took our Google home network up a notch and now I can video chat with my kids when I am out of town.",Rated 5 out of 5 stars
Rosew,"8 months ago | Dec 17, 2023 9:54 AM",We love having the ability to video call and see all cameras.,Rated 5 out of 5 stars
TyDyce,"8 months ago | Dec 17, 2023 9:47 AM","Great for Meeting calls, surveillance and google help!  Great sound for music and timers.",Rated 5 out of 5 stars
MaryO,"8 months ago | Dec 17, 2023 6:53 AM","Perfect for kitchen use to watch, read or listen to music while cooking or cleaning",Rated 5 out of 5 stars
TASANTI,"8 months ago | Dec 16, 2023 4:21 PM",Purchased this item for my dad. It has served him well so far.,Rated 5 out of 5 stars
Cebu,"8 months ago | Dec 16, 2023 3:40 PM",This is the second one I bought well worth it thank you Best Buy,Rated 5 out of 5 stars
LarryJ,"8 months ago | Dec 16, 2023 11:52 AM","Bought as a Christmas gift.  Have not opened yet.

Price was right.",Rated 5 out of 5 stars
Reviewcheck,"8 months ago | Dec 16, 2023 9:32 AM",Crihfvdk. Idhgvdovcisb hsccsjsovd nsois hjsvjsksjbdvf,Rated 5 out of 5 stars
vin1man,"8 months ago | Dec 16, 2023 6:51 AM",Great Picture and it has great sound ...set up was easy,Rated 5 out of 5 stars
Mavic2S,"8 months ago | Dec 16, 2023 2:13 AM","Have two of these. Love the ability to check weather, etc.",Rated 5 out of 5 stars
JeffH,"8 months ago | Dec 15, 2023 11:35 PM",Setup is a little vague with no paper instructions for anything so you're at the mercy of the internet.,Rated 4 out of 5 stars
Gersh,"8 months ago | Dec 15, 2023 10:22 PM",This was only a parody of Alexa. Just returned it.,Rated 1 out of 5 stars
Slugman,"8 months ago | Dec 15, 2023 7:27 PM","Fantastic sound.  We have both Google and Alexa devices. We have elderly family that we ""drop in"" on and this is fantastic for sound and picture quality. Very helpful for family safety supervising elderly family members.",Rated 5 out of 5 stars
Jezbo,"8 months ago | Dec 15, 2023 6:26 PM","For what it does, it's an excellent product, but I have to say it was frustratingly difficult to connect to my existing internet and it doesn't seem to recognize all my devices. baby brother of this device works better than the Alexa counterpart in terms of controlling lights and other devices.I do not regret the purchase because of the price I paid but if I paid full price I would.",Rated 3 out of 5 stars
KeithJ,"8 months ago | Dec 15, 2023 6:13 PM",My wife absolutely loves it. She constantly has played Christmas music on it since we bought it.,Rated 4 out of 5 stars
Alex,"8 months ago | Dec 15, 2023 5:40 PM","We use it in Kitchen, works great, music. recipes, answers questions, and much more, we love it",Rated 5 out of 5 stars
Miker,"8 months ago | Dec 15, 2023 5:30 PM","This thing plays Utube, Sirius XM subscription, Pandora, and is an indoor camera for my Google Home app and Nest Aware account. Someone rings my Nest doorbell and it lets me know and shows me who is at the front door. Home and away settings turn indoor camera on when I leave the house, then turns it off when I get home.",Rated 5 out of 5 stars
AlainV,"8 months ago | Dec 15, 2023 4:51 PM","My kids love this! Very useful at home and no need for separate unit, such as tablet, tv and a hub.",Rated 5 out of 5 stars
Xavierman,"8 months ago | Dec 15, 2023 4:43 PM",Great gift for my mom!! As a senior the voice assistant  helps her with calendar and schedule as well as making calls (video) as well as having her music so she is loving it!!,Rated 5 out of 5 stars
JimmieA,"8 months ago | Dec 15, 2023 4:42 PM",Google home is a great service to our family and friends,Rated 5 out of 5 stars
BrianM,"8 months ago | Dec 15, 2023 4:29 PM",I am very happy with this purchase.   It replaces a Lenovo Smart Display that was no longer receiving updates and losing functionality.,Rated 5 out of 5 stars
CynthiaE,"8 months ago | Dec 15, 2023 4:21 PM","I absolutely LOVE the Nest Hub Max.  I keep it in my living room and have slideshows of our family photos running constantly.  Not to mention that it's great for music and podcast streaming, checking the weather, random questions for Google, and my grandson loves to watch YouTube videos on it.  Definitely worth the price I paid!  Especially with the $100 off they offered during Black Friday!",Rated 5 out of 5 stars
kewelmike,"8 months ago | Dec 15, 2023 4:01 PM","Wasnt as intuitive as I expected.  Everything was just ok about it.  If it was free I'd take one, even at 50% off it seems like a bit much.",Rated 3 out of 5 stars
BDowns,"8 months ago | Dec 15, 2023 3:58 PM",We love this! It sits in our kitchen and is so handy for everything we need.,Rated 5 out of 5 stars
BryceM,"8 months ago | Dec 15, 2023 3:57 PM","Great use of smart display, helps with cooking and a great display in the kitchen.  Love seeing images of the kiddos while cooking or just hanging out in the kitchen with family.",Rated 5 out of 5 stars
GladysF,"8 months ago | Dec 15, 2023 3:44 PM",Love it does many things it’s loud too in love with my google,Rated 5 out of 5 stars
ValentinaM,"8 months ago | Dec 15, 2023 3:38 PM",My mom has a small one but this Christmas we are upgrading her to a bigger one,Rated 5 out of 5 stars
MykhailoK,"8 months ago | Dec 15, 2023 3:38 PM",Good for quick morning YouTube watch and listening to music. Wish that it have AI built-in),Rated 5 out of 5 stars
EAW20,"8 months ago | Dec 15, 2023 3:33 PM",Easy to set up and use. Sound and video quality better than expected.,Rated 5 out of 5 stars
ElementalTrooper,"8 months ago | Dec 15, 2023 3:33 PM",We hesitated to buy this until it was affordable and boy was it worth the wait. I think it is really cool how it greets me in the morning every single time I go into the kitchen and it knows who's looking at it.,Rated 5 out of 5 stars
Matthew,"8 months ago | Dec 15, 2023 3:31 PM",Replaced my original nest hub and I love the larger screen and better speaker this offers over my old device,Rated 5 out of 5 stars
Thomas,"8 months ago | Dec 14, 2023 11:03 PM",Does exactly what I would expect. Its a great way to control my Google Home. It also makes for a great photo frame!,Rated 5 out of 5 stars
DarkKnight,"8 months ago | Dec 14, 2023 2:41 AM","The best value speaker + tablet device for under $200. Bought it for my parents, this adds up as a perfect gift for holidays. I’ve set it up at kitchen counter for my mother to use it as recipe reference, timer and multiple other things. It adds up as music player for her to be able to work with some jazz.",Rated 4 out of 5 stars
SergioP,"8 months ago | Dec 13, 2023 1:35 AM","I love it, for music video calls videos cooking, Smart",Rated 5 out of 5 stars
Carlos,"8 months ago | Dec 13, 2023 12:35 AM",Wife loves it. We purchase this item for her since she wanted to watch her shows while she cooks in the kitchen.,Rated 5 out of 5 stars
Ssmith,"9 months ago | Dec 12, 2023 3:04 PM","I wish the screen were better, and brighter, I wish the speaker dock was better quality it is a nice mid-range tablet but to me a trail's the OnePlus pad because of the lack of productivity. I also think the Lenovo P12 3k tablet is an overall better value.  The strength is the software, it works well with the pixel phone and stock. Android is just really good",Rated 3 out of 5 stars
Ceebo,"9 months ago | Dec 12, 2023 11:21 AM","Got this hub to use with my security cameras on the Google system. I found out that it does many things in addition that are useful and I never knew about. I can set an alarm, play music, monitor my cameras, ask questions, etc.  Got 100.00 off on sale. I am very pleased with this device. Great job, Google!",Rated 5 out of 5 stars
GVK97,"9 months ago | Dec 12, 2023 9:49 AM",Was easy to setup and works with other compatible devises .. it’s awesome!,Rated 4 out of 5 stars
bgvikram,"9 months ago | Dec 11, 2023 9:57 AM",I enjoy the larger screen and the speaker quality on the max. Its my favorite smart assistant. Must have product for your smart home.,Rated 5 out of 5 stars
JesseG,"9 months ago | Dec 10, 2023 2:47 PM","Love it, great speaker, love our google set up, would highly recommend.",Rated 5 out of 5 stars
olson554,"9 months ago | Dec 9, 2023 8:26 AM",Really like the bigger screen size.  Great for streaming TV.,Rated 5 out of 5 stars
Samzy,"9 months ago | Dec 9, 2023 7:00 AM","This Nest Hub Max smart display is our 6th unit we add at our house.  We use them to communicate between rooms, play music, picture frame, control smart devices, etc",Rated 5 out of 5 stars
Michelle,"9 months ago | Dec 9, 2023 6:13 AM","I had the little version upgraded to the big version like it a whole lot better.
Happy with my purchase.",Rated 5 out of 5 stars
JesusP,"9 months ago | Dec 9, 2023 3:43 AM","Great and easy to use, my kids enjoy loves it so good",Rated 5 out of 5 stars
AngelY,"9 months ago | Dec 8, 2023 11:53 PM","Love the big screen, and all the features, sounds good very good.",Rated 4 out of 5 stars
user711243,"9 months ago | Dec 8, 2023 11:24 PM","This device is everything we, as a family, want and need. It keeps us entertained, on schedule, and informed.",Rated 5 out of 5 stars
Sumant,"9 months ago | Dec 8, 2023 6:26 PM",google nest is a big gift of information of necessity.,Rated 5 out of 5 stars
GadgetGeek,"9 months ago | Dec 8, 2023 4:57 PM","I like technology. This Google Nest poduct exceeds my expectation. Clock, Calendar, and Command Synchronizasion with my Philipps Light is perfect! The sound quality is great.",Rated 5 out of 5 stars
user172884,"9 months ago | Dec 8, 2023 4:19 PM",Amazing product highly recommend picking one up while on sale.,Rated 5 out of 5 stars
user208104,"9 months ago | Dec 8, 2023 3:30 PM",Bought the google nest hub due to having our google products in our home. Would recommend!,Rated 5 out of 5 stars
JeffreyH,"9 months ago | Dec 8, 2023 3:27 PM",Easily able to access my devices and see my cameras on the hub. Nice built in speakers for clear listening,Rated 5 out of 5 stars
JnM1,"9 months ago | Dec 8, 2023 3:21 PM",It’s very good I’m really appreciate myself that I make choice of it,Rated 5 out of 5 stars
RReview2,"9 months ago | Dec 8, 2023 3:19 PM",The Google Nest Hub is a must have for intuitive home use. It does so many things and is super easy to add to your home network. Highly recommend will be buying another.,Rated 5 out of 5 stars
SwetaBThakkar,"9 months ago | Dec 7, 2023 8:34 PM",Thank u very for nice deal  best buy. This device is amazing it's worth it. I use in my kitchen . It is also amazing useful in kitchen we can listen all music and also we can seen our memories in our mail id and we can see like slide show our photos. It's amazing and also we can use for smart home  I like this and I purchased first time. But I m very happy for that...... Thank u very much such a nice devices . I apricate Google team. And also I apricate best buy.....,Rated 5 out of 5 stars
DeVo,"9 months ago | Dec 6, 2023 7:19 PM","This is perfect for a central location to control all home automations (smart lights, smart speakers, smart locks, and cameras). Great audio as well.",Rated 5 out of 5 stars
GooglefanfromTX,"9 months ago | Dec 6, 2023 5:57 PM","I've got a Google home and love all my Google products, except the Nest Hub Max. This device needs to be constantly restarted due to multiple errors.

The device rarely shows my cameras, yet I can hear sound. The apps like YouTube Tv constantly crash. This is a glorified smart speaker with lackluster features and applications that don't work. 

Very disappointed Google and even more disappointed that there are no future features to get excited about.",Rated 1 out of 5 stars
Mohan,"9 months ago | Dec 6, 2023 11:11 AM",Very useful device. Great features and I like the integration with streaming services. The only suggestion in terms of improvement would be to make video calls easier. Right now it goes via Google Meet which doesn’t play well with iOS. Overall a winner.,Rated 4 out of 5 stars
AndreL,"9 months ago | Dec 5, 2023 8:08 PM",If you are an Apple user you will be disappointed. I bought to view shared iCloud album. But not compatible. All my family only uses Apple. They would need to use Google photos to share.,Rated 3 out of 5 stars
Syyd,"9 months ago | Dec 4, 2023 7:03 PM","Hub work as landline video calling, thats one of many features",Rated 5 out of 5 stars
Mike,"9 months ago | Dec 4, 2023 12:15 PM",I switched to the Nest Max Hub from the smaller one and love that I did so.  The picture is so much larger and engaging and the sound is far superior to the previous model.  Purchased during Black Friday sale for an amazing price.,Rated 5 out of 5 stars
SylviaW,"9 months ago | Dec 4, 2023 10:00 AM","I love our google assistant.  works great! No issues, no regrets with my purchase",Rated 4 out of 5 stars
TheresaS,"9 months ago | Dec 4, 2023 6:41 AM",Love my display.  I have it in my kitchen and the google assistant is so handy to for setting a timer or asking how many teaspoons are in a tablespoon.  We have family photos rotating on the display an with the large screen it is easy to see from far way.,Rated 5 out of 5 stars
Donato,"9 months ago | Dec 3, 2023 6:19 PM","It is much better to have the camera. This version, compared with the Nest Hub (without the camera) is waaaay better for reproducing music as well. The sound is more powerful!",Rated 5 out of 5 stars
DavidB,"9 months ago | Dec 2, 2023 11:49 AM",Great buy! Most of all it was delivered the same day! Is a awesome to have when you are busy cooking and being able to watch YouTube TV. Great sound great picture. Most of all I can use Duo for Android video calls!,Rated 5 out of 5 stars
iPhoneCase,"9 months ago | Dec 2, 2023 11:42 AM",Great sound! Screen has great resolution and the device is so easy to use.,Rated 5 out of 5 stars
Fizz,"9 months ago | Dec 2, 2023 9:46 AM","We previously had the 7"" hub and decided to upgrade.  It was a wise choice and we are so happy with the larger display.  The sound quality is better than expect for such small speaker and the video calling feature is a favorite for our little one to call loved ones without losing our phones.",Rated 5 out of 5 stars
bransonsaks,"9 months ago | Dec 2, 2023 9:06 AM",Works well with my other Google products. Easy to send things from my phone to the hub!,Rated 5 out of 5 stars
