Profile Name,Date,Data,Star
MaddyW,"1 year ago | Jul 7, 2023 11:14 PM",Shipping was super fast and am enjoying my Nest Hub! It fit very well and I was able to set lights up smart lights and connect my other Google devices. Still learning how to use it but it’s pretty easy!,Rated 5 out of 5 stars
JDH1,"1 year ago | Jul 7, 2023 10:18 PM",Superior quality producer. Very pleased with the product.,Rated 5 out of 5 stars
TommisC,"1 year ago | Jul 7, 2023 9:25 PM",So far this is easy to use love it. If you like google I'd get it.,Rated 5 out of 5 stars
KyleC,"1 year ago | Jul 7, 2023 8:43 PM","Easy to use, works well with nest camera devices for ease of viewing live video. Sleek and modern, looks nice.",Rated 5 out of 5 stars
JEDunnam83,"1 year ago | Jul 7, 2023 7:28 PM",I have a full Google Assistant Smart Home Ecosystem. I love using the Google Nest Hub Max to help automate my home. It’s ability to work with multiple smart devices in my home make it so awesome. Great sound. Amazing features. Top of the line product!,Rated 5 out of 5 stars
YaminahG,"1 year ago | Jul 7, 2023 6:28 PM","Does a great job monitoring the house, synced with multiple devices and comes in handy when needing quick answers!",Rated 5 out of 5 stars
Anonymous,"1 year ago | Jul 5, 2023 1:15 AM",Its a good device but does not have lot of features. The new google pixel tablet is lot better buy than this one.,Rated 4 out of 5 stars
Bcassatt,"1 year ago | Jul 4, 2023 9:34 PM",Super convenient to use with Nest Doorbell ans cameras.,Rated 5 out of 5 stars
Malcolm,"1 year ago | Jul 2, 2023 4:00 AM",Got this one for an upgrade for my existing Nest screens but decided the updates were enoigh to justify the price.,Rated 4 out of 5 stars
User715939,"1 year ago | Jul 2, 2023 1:21 AM","Love our Google Home, but I wish it did more. To connect any apps or devices you have to do this through the phone app, rather than from the Google Home device itself.  It’s functions are limited- such as k want to connect my ring door bell and be able to view my front porch from it, but it doesn’t do this. If it does, the set up is so complicated that I have yet to figure it out.",Rated 4 out of 5 stars
TonyFL,"1 year ago | Jul 1, 2023 8:16 AM",Camera stopped working and google still hasn't fixed this known issue since 2020 but that's what happens when they are too busy working for corruptPoliticians.,Rated 1 out of 5 stars
StevenR,"1 year ago | Jul 1, 2023 8:12 AM",Only thing I don’t like is the camera is tilted towards ceiling,Rated 5 out of 5 stars
EugeneH,"1 year ago | Jul 1, 2023 4:31 AM",Just the right size for nightstand with good display and reasonable sound however the Nest Hub Max provides better performance and sound quality,Rated 4 out of 5 stars
Benie,"1 year ago | Jun 30, 2023 11:19 PM",Alexa my favorite for watching You tube and monitoring my security camera and social media + other function for smart home,Rated 5 out of 5 stars
ShawnM,"1 year ago | Jun 30, 2023 8:36 PM",The sound of the google home with the large pleasing screen to see the video. Good stuff,Rated 5 out of 5 stars
RyanB,"1 year ago | Jun 30, 2023 7:29 PM","Google Nest Hub Max: Versatile, Smart, and Stylish! ★★★★★",Rated 5 out of 5 stars
Kingcd,"1 year ago | Jun 30, 2023 7:08 PM",My entire family benefits from it being in the kitchen.,Rated 5 out of 5 stars
Nacho,"1 year ago | Jun 30, 2023 7:05 PM",Several months ago I purchased a pair of Google Nest Hub Max.  The experience was so great that I recently bought another pair of these displays.  These four devices are an important part of my home security system.,Rated 5 out of 5 stars
EduardoA,"1 year ago | Jun 30, 2023 6:14 PM",Definitely worth getting the max. Keep in kitchen and is amazing for all needs.,Rated 5 out of 5 stars
ChristinaO,"1 year ago | Jun 30, 2023 6:10 PM",Use this for everything.  Great for saving recipes,Rated 5 out of 5 stars
JONESnLA,"1 year ago | Jun 30, 2023 4:06 PM","I ordered 2 of these for Mother's Day gifts. They were so easy for them to set up as Google led them through step by step. They both have iPhones but can now let Google turn on things around the house. This also gives me options to build on this system for future gifts such as all of the smart things. We are a Samsung family so ultimately these were purchased for video calling the grandparents. Ive had on fir years and use it in my kitchen for cooking and controling my smart things. I misplace my phone around the house often. I say, Hey Google, where's my phone? She replys then makes it ring until i unlock it. THAT is the most helpful and a hige tome saver. I now have a 2nd one for my master bath and I cant get enough!",Rated 5 out of 5 stars
LuisS,"1 year ago | Jun 29, 2023 10:40 AM","Wonderful product, very practical, easy to configure",Rated 5 out of 5 stars
DavidV,"1 year ago | Jun 29, 2023 9:31 AM","CONSTANTLY looses connection to wifi even though nothing else in the house does.  Our other Nest Hub 7"" displays never loose connectivity.  I smashed our Max display into a million pieces last night because I just couldn't take it anymore.  Do some searches, others have the same issues with this device.  JUNK.",Rated 1 out of 5 stars
SteveR,"1 year ago | Jun 26, 2023 7:43 AM","Great upgrade over the Google Hub! Speaker is powerful for its size, and the screen is perfect size for streaming video or just using for your smart home management.",Rated 5 out of 5 stars
JayDee,"1 year ago | Jun 24, 2023 11:58 AM",I love these so much. Makes life just that much more streamlined and easier to control smart home. I wish Google/nest items didnt cost so mush compared to competitors but I keep buying cause they are worth it.,Rated 5 out of 5 stars
PatriciaC,"1 year ago | Jun 23, 2023 9:59 PM",This is best anyone can have I would love to buy more if I can.,Rated 5 out of 5 stars
PatriciaC,"1 year ago | Jun 23, 2023 9:55 PM",Love this. Love Alexa love asking Alexa for weather,Rated 5 out of 5 stars
Anonymous,"1 year ago | Jun 23, 2023 8:32 PM","Easy setup, and works with all my at home controls.",Rated 5 out of 5 stars
JordanD,"1 year ago | Jun 23, 2023 5:14 PM","Wonderful device overall, which it was priced lower.",Rated 5 out of 5 stars
Loco1529,"1 year ago | Jun 23, 2023 2:53 PM",I really like it as much as it really leaves mich to desire. The sound is good. It has great features. It just doesn't always land the features. Usually is getting better with the updates.,Rated 3 out of 5 stars
PaulA,"1 year ago | Jun 23, 2023 8:52 AM","Setup is easy. There is a known problem that Google has failed to fix for several months now. I own 3 of these devices and all 3 have the same problem. The photo frame feature is constantly getting stuck while displaying photos. You can verbally instruct Google to advance to the next photo, but who wants to keep doing that dozens of times each day.",Rated 2 out of 5 stars
MrMovieman,"1 year ago | Jun 23, 2023 4:01 AM",Very good product if you have a smart home. I can do everything with this item from turning on my lights to turning on the a/c,Rated 5 out of 5 stars
Sharpe529,"1 year ago | Jun 17, 2023 9:55 AM","Should be in every home. Central hub for cooking, weather, music",Rated 5 out of 5 stars
Howie,"1 year ago | Jun 15, 2023 8:53 PM","Great sound coming from a small device.  The bass is enough to blast the whole living room!!  Its a smart device, but the best perk for me is the ability to link with my google photos for display",Rated 5 out of 5 stars
Jkstudio,"1 year ago | Jun 14, 2023 12:45 PM",I can use this for my home and for my work! You can also use it to call just anout anyone even iphones and do facetime! I set up gopgle meet and voice for my son to use this for a free home phone! I bought mine full price! But it is still worth it and i can connect all my cameras and home appliences! I must say Google did very well! Im an apple user as i am a designer but i use google for my work emsilad and all pther work related apps and this just made my day go so much smoother! Price is def very high! But to have all that in one and google to assists you? Im super happy! Hopefully they upgrade the mini google hub tso you can make phone calls and facetime on that as well! I would most definitely get the smaller one for my sons room and for him to be assisted too!,Rated 5 out of 5 stars
AAPH,"1 year ago | Jun 10, 2023 4:57 PM","This device delivers exactly what it says it does. The screen is great, and the sound is a notable upgrade over previous hub speakers. For the price, it’s still a hard swing. I would probably go for a Sonos speaker in hindsight.",Rated 4 out of 5 stars
Lenovo,"1 year ago | Jun 10, 2023 1:10 PM",Third one purchased for the family and friends. Great way to stay connected.,Rated 5 out of 5 stars
WapitiSprings,"1 year ago | Jun 10, 2023 7:39 AM",This has been such a great product for me! I can see whos at the door while im sitting at my desk. I have used it for a television and can check on the status of my house. Have even used the brodcast feature to get a family anouncement out to all rooms with a mini. Works great.,Rated 5 out of 5 stars
CEB17,"1 year ago | Jun 10, 2023 12:22 AM",This has been a great addition to my home. Has to be reset sometimes because it will stop alerting to movement. I have used mine for 2 years.,Rated 4 out of 5 stars
Nature1439,"1 year ago | Jun 9, 2023 7:33 PM","Returned to store as my husband prefered our echo display. However, I loved it!",Rated 2 out of 5 stars
Dclaw,"1 year ago | Jun 9, 2023 4:13 PM",This is by far the better coice for a google nest speaker/camera device.  does all of the things you need all in one spot with a picture fram to boot!!,Rated 5 out of 5 stars
McGriff,"1 year ago | Jun 6, 2023 4:48 PM",My wife and I love our Hub Max and use it almost everyday.,Rated 5 out of 5 stars
Brady,"1 year ago | Jun 5, 2023 3:52 PM",Extremely useless. I'd recommend a cheap tablet and dock instead. In the two months I've had this they've downgraded or removed the few features I use and it's already very limited in what it can do.,Rated 1 out of 5 stars
Dyson,"1 year ago | Jun 4, 2023 6:04 PM",Had an older version with the smaller screen  purchased this one on Black Friday for a good deal.  This has a larger screen plus awesome speakers to it.  Plus since I  have an Apple phone and can use the Google duo to video chat with people who have android phones.,Rated 5 out of 5 stars
WesS,"1 year ago | Jun 4, 2023 1:18 PM",This hub work excellent in our kitchen for music and keeping track of our day to day activities and watching over all of our nest home equipment,Rated 5 out of 5 stars
JoshB,"1 year ago | Jun 4, 2023 7:26 AM","Amazing, got this to upgrade from the smaller one , love it works so much better , and love all the extra features. Made a great Mother’s Day gift",Rated 5 out of 5 stars
Juggernaut,"1 year ago | Jun 3, 2023 8:24 PM",I bought this when it was on sale. I paid less than 50 bucks for it. It has a lot of future you can play the spectrum app on it and watch tv. It can be very useful to set reminders when you are cooking. This is pretty much an essential for the kitchen or home.,Rated 4 out of 5 stars
Recommended,"1 year ago | Jun 3, 2023 10:02 AM","Wife gift, she love to pay music and the photo gallery.",Rated 5 out of 5 stars
Doubled,"1 year ago | Jun 3, 2023 9:24 AM",What a great addition! The hub max has a nice size screen and the sound is exceptional as we stream music all the time. Located in the kitchen we are constantly asking google for help .,Rated 5 out of 5 stars
Luisfernandez36,"1 year ago | Jun 3, 2023 7:57 AM",These product is so easy to and the screen is so clear. The music is nice to hear but the speaker could have been louder. But still very nice.,Rated 5 out of 5 stars
ScarlettJ,"1 year ago | Jun 3, 2023 6:07 AM",This is good to have in the kitchen. Dont use more than one music streaming device.,Rated 4 out of 5 stars
CharlesM,"1 year ago | Jun 3, 2023 6:05 AM","This is a really great device. It does a lot with all that you can do with Google. I really like the size, especially the screen size. In addition, you can add the various Google Home complimentary items. Highly recommended.",Rated 5 out of 5 stars
Rymmkay,"1 year ago | Jun 2, 2023 9:09 PM","Every Google device I've ever bought has one if not multiple problems with basic functionality. The Nest Hub Max drops connection all the time when every other device in the house runs smoothly. Half the Meet calls have black screens. The Zoom calling they just rolled out doesn't even start and never has. When you go to the trouble shooting forums, Google is ""Aware of the problem and are working on it."" for years on end. They are coasting on their name. As soon as they have your money they don't care if your product actually works.",Rated 1 out of 5 stars
BlakeShown,"1 year ago | Jun 2, 2023 8:42 AM",Its huge and wonderful. Its great for the living room!!!!,Rated 5 out of 5 stars
Edster,"1 year ago | Jun 2, 2023 5:40 AM",This google hub with the nest camera is simply the best device as it serves as a hub and also a nest camera which is very cool.,Rated 5 out of 5 stars
AshleyC,"1 year ago | May 31, 2023 2:20 AM",These a great hubs. I purchased 2 and they do so many things. I never dreamed of a medium screen capable of doing so many things. Thanks for making this great product!!,Rated 5 out of 5 stars
irishwriter,"1 year ago | May 30, 2023 11:22 AM","Used to love this, but its been pretty much useless since the latest OS update that came out a while ago. Even my old 1st generation Nest Hubs perform better. Constantly has issues with connection, playing music on Spotify, and fulfilling the most basic commands.....the only thing it can still manage to do consistently is cycle through pictures like its just a picture frame. Really wish there was a way to revert back to the old OS.",Rated 2 out of 5 stars
Choice84,"1 year ago | May 30, 2023 6:55 AM",Really brought together my Google home with the much larger screen. My kids love it and use it all the times to ask questions or play videos. Makes it very convenient that it has a camera and makes emergency calls or calls to grandma much easier. the Google home app really lets you tie in a lot of products to make your smart home smarter.,Rated 5 out of 5 stars
Manish,"1 year ago | May 29, 2023 6:54 PM","It’s amazing and helping many things to control centrally.

However they would have been supporting z-wave device it would have been better.",Rated 5 out of 5 stars
JesseH,"1 year ago | May 28, 2023 11:09 PM",its a product from Google its simple to set up and easy to use,Rated 5 out of 5 stars
ScottL,"1 year ago | May 28, 2023 8:02 PM","I have Google hubs, and all the important rooms of my house would recommend to anybody",Rated 5 out of 5 stars
bernietapia1,"1 year ago | May 28, 2023 2:32 AM",Still learning to use this thing but What I have been able to figure out so far has made me happy with the purchase.,Rated 5 out of 5 stars
JerryT,"1 year ago | May 27, 2023 12:53 PM","I love this thing! Originally bought just for a Digital Photo frame, but it has been 1000 times more than that. Kids love the games that are installed, it acts as a home camera, and it is just overall a great asset to our home! 10/10!!",Rated 5 out of 5 stars
BryantH,"1 year ago | May 27, 2023 9:15 AM",It works great for cooking recipes and is plenty loud enough.,Rated 5 out of 5 stars
LuisG,"1 year ago | May 27, 2023 6:24 AM","This item is very good 
We found it to be very useful at home and the quality is excellent",Rated 5 out of 5 stars
DKBKNY,"1 year ago | May 26, 2023 9:06 AM","Worked great for several months, then started losing camera view.  Google stated that this would happen automatically twice a day but over the last few mints it happens throughout the day and night multiple times.  I have done factory resets and contacted Google and there is no fix.",Rated 2 out of 5 stars
AmandaT,"1 year ago | May 23, 2023 7:26 AM","I love my nesthub, size is perfect and does everything I’ve needed done.",Rated 5 out of 5 stars
KendraE,"1 year ago | May 22, 2023 12:04 PM",Love it! What a great addition to our Nest at home.,Rated 5 out of 5 stars
PaulD,"1 year ago | May 22, 2023 11:32 AM","Great hub , big screen and easy to use screen. A must buy.",Rated 5 out of 5 stars
TBNM,"1 year ago | May 21, 2023 11:32 PM","Having the smart hub has been valuable not only to listen to music, watch movies, give commands, also as security to check on my home while I am away.",Rated 5 out of 5 stars
JoshB,"1 year ago | May 21, 2023 6:56 AM","Upgraded from the smaller one .well worth the price difference, couldnt be happier",Rated 5 out of 5 stars
cwtwa2,"1 year ago | May 20, 2023 8:24 PM",Great replacement for my Lenovo hub. Works well and has nest camera built in.,Rated 5 out of 5 stars
Great,"1 year ago | May 20, 2023 11:58 AM","For years I have been buying this same hub, just up grading it and I love",Rated 5 out of 5 stars
VincentJ,"1 year ago | May 20, 2023 7:30 AM",The Google Nest Hub is simply amazing! Easy too use.,Rated 5 out of 5 stars
KarenS,"1 year ago | May 20, 2023 3:32 AM",Love my google nest recommend this to organize your life,Rated 5 out of 5 stars
CathyA,"1 year ago | May 20, 2023 1:29 AM","Smart home necessity, makes life a million times easier",Rated 5 out of 5 stars
RyanE,"1 year ago | May 16, 2023 9:06 PM",Good but messes up with different rooms when turning music on or off,Rated 4 out of 5 stars
LaurelK,"1 year ago | May 15, 2023 5:28 PM","Everything we have in our home is Google. Including four Chromecast TV, 6 mini speakers and a small Google nest for our kitchen. This new nest hub Max frustrates me because we bought it in December and no one ever mentioned that they would be sunsetting duo so we tried to set them up to video call family out of state, and it keeps asking for duo. Well, the replacement for Duo is Google meet. Which requires a big long meeting number that then shows up on your screen. And how are you supposed to copy and paste that by voice? If you're trying to talk to someone? These were supposed to be so you could just say hey Google video call Grandma and it would be a video call. But it just tells you to make sure they have duo. And duo is obsolete. So it then tells you to look at your screen and you get a big giant two line text and number reservation for a meet call. One. I've done meat calls on my phone, I have to copy paste and put it in a text or an email to send it to the recipient. They have to open their email and click on it to join a meeting. A tiny bit complicated for younger children or older seniors. This was supposed to be a way to have a video call as they advertise in all of their media. It is absolutely and yet I paid $349 for it and we have two in our home. One on each floor. Absolutely ludicrous. We have pixel phones. If we wanted to call somebody and hold it in our hand we just call them on the phone. But you cannot call by talking to your Google Max hub because duo is no longer available and meet requires a big, complicated step that has to be sent. It can't just be vocalized. So angry and so frustrated that I spent all this money on these when doesn't even work!",Rated 1 out of 5 stars
Saltydogg,"1 year ago | May 15, 2023 1:14 PM","Love this item. I control my lights, TV's, alarm system, cameras, my Google nest doorbell, my oven, furnace etc. with ease.",Rated 5 out of 5 stars
Chris5432,"1 year ago | May 13, 2023 10:13 AM",I bought this Nest Hub Max Smart Display to replace the first one I bought that lasted about 3 years.,Rated 5 out of 5 stars
Offroadfuel2,"1 year ago | May 13, 2023 6:31 AM","Excellent choice, I didn’t even know what is was buying till locked in on this one, so easy to set up and use , love it , turned out to be a great buy for me so I bought two of them",Rated 5 out of 5 stars
EugeneC,"1 year ago | May 12, 2023 9:42 PM",Its a great product.  I can use my cell phone while i talk on google duo with my friends.  Also i didn't know that its also a security system.  You can yell it to watch your home when you leave and live stream on your cell phone.,Rated 5 out of 5 stars
ScottK,"1 year ago | May 12, 2023 8:12 PM",I love this Hub! Great sound and very helpful in the kitchen for recipes.,Rated 5 out of 5 stars
KevinR,"1 year ago | May 12, 2023 5:14 PM",Clean display and very responsive video quality really good to,Rated 5 out of 5 stars
Dallas,"1 year ago | May 12, 2023 3:59 PM",Upgraded to this one. Glad I did. I do lots of vids calls with my son and the quality and the delay time on this hub is amazing!!! Def would recommend...,Rated 5 out of 5 stars
Badd,"1 year ago | May 12, 2023 3:41 PM","Great Buy! I love having my Nest Hub Max both for information, music, and security!",Rated 5 out of 5 stars
Cool,"1 year ago | May 12, 2023 10:01 AM",Amazing device! It has many features is the built in.,Rated 5 out of 5 stars
ReviewGuy,"1 year ago | May 6, 2023 12:06 PM",Pleased with my nest hub! Google is definitely smarter than Alexa.,Rated 5 out of 5 stars
Azmain,"1 year ago | May 5, 2023 7:57 PM",This google hub is a decent size and works great in our kitchen,Rated 5 out of 5 stars
Mak211,"1 year ago | May 5, 2023 4:32 PM",Awesome product great for cooking in the kitchen.!,Rated 5 out of 5 stars
SheikhN,"1 year ago | May 5, 2023 4:23 PM",This product is beautiful I love it.Thank you best buy.,Rated 5 out of 5 stars
JamesB,"1 year ago | May 5, 2023 3:44 PM","I love my Nest Hub Max, it ties in great with my other smart home amenities!",Rated 5 out of 5 stars
Spiritwind,"1 year ago | May 5, 2023 1:56 PM","After nearly 3 years of ownership, I can say that I would not recommend this product to anyone.  We spent nearly $280 after tax on this electronic that is one step away from being garbage.  Its responsive when it does not need to be, and not responsive when you need it.  This problem was worsened with the latest big update where they redid the entire OS from scratch.  The home app is also riddled with bugs, especially if you are removing or adding new items over time.

One of the big selling points to us was the built in security camera.  Sadly, this camera has been plagued with blank spots where it recorded nothing for 30+ minute stretches since ownership.  It has progressively gotten worse, and now will go days without recording if we don't keep an eye on it.  We have the Nest Hub premium subscription, and its just nice to know that even though we pay monthly, this isn't recording anything half the time.  

For the price you are paying, something should be expected to last, and not have issues with constant problems.  Google, you really blotched this one.",Rated 1 out of 5 stars
Greatpad,"1 year ago | Apr 28, 2023 11:51 PM","This thing is awesome, it does everything,  and the music sounds amazing.",Rated 5 out of 5 stars
kmchapman2005,"1 year ago | Apr 27, 2023 12:05 PM",Very pleased with performance and accuracy of this Google product.,Rated 5 out of 5 stars
Anonymous,"1 year ago | Apr 24, 2023 11:43 AM",This product works great. I would recommend to anyone looking to buy.,Rated 5 out of 5 stars
WillLoveTech,"1 year ago | Apr 24, 2023 7:10 AM","I love this thing, it' helps with everyday living!",Rated 5 out of 5 stars
DavidL,"1 year ago | Apr 22, 2023 12:32 PM","Great product, easy to use snd a fantastic overall hub for nest  products",Rated 5 out of 5 stars
JorgeG,"1 year ago | Apr 21, 2023 9:24 PM","i love google home it's my everyday helper
strong bass clear sound ! brilliant large display
built in nest cam +++",Rated 5 out of 5 stars
JakeB,"1 year ago | Apr 21, 2023 6:26 PM",Needs option to disable for media for kids. we pause the internet to this device when needed but that makes the camera useless. Would be great to have option to pause certion options when needed.,Rated 4 out of 5 stars
Anonymous,"1 year ago | Apr 21, 2023 5:04 PM",Picks up my voice very well.I can see from a distance.My eyes need help after turning 60.,Rated 4 out of 5 stars
LendingLady,"1 year ago | Apr 21, 2023 4:23 PM","Better sound than my Google Minis. Unfortunately, I bought it so I could look at a recipe in the kitchen AND listen to music at the same time. Unfortunately, it doesn't seem to be able to do that, so I thought about returning it, but ended up keeping it.",Rated 4 out of 5 stars
Anonymous,"1 year ago | Apr 19, 2023 2:39 PM","I love these displays because not only do they work to control all of your smart home devices, they also act as a security camera and if you are inclined to do video calling or anything like that they work great as well. You Can watch YouTube or other streaming services as well and the speaker also has good sound quality. They are a bit pricey. However they function seamlessly with Google home in the Google nest app",Rated 5 out of 5 stars
Anonymous,"1 year ago | Apr 19, 2023 1:07 PM",I like having these for my home automation as well as the fact it also works as a security system. I can check in on the cameras anytime through the nest app add control of my smart appliances.,Rated 5 out of 5 stars
MeganM,"1 year ago | Apr 15, 2023 10:41 PM",While we love the quality of this google photo display & clarity it shuts off quickly. Google states it’s trying to fix the bug☹️,Rated 3 out of 5 stars
SelenaG,"1 year ago | Apr 15, 2023 12:36 AM",Been wanting to purchase this for awhile! So glad we did! It shows us live video of who's at our front door. Plays music and so much more! Buy one you wont regret it!!,Rated 5 out of 5 stars
RcRc,"1 year ago | Apr 14, 2023 4:59 PM",Great Smart Home Device.  Easy to use.  Can control you other smart devices.  Has many multimedia options like YouTube.,Rated 5 out of 5 stars
Richard,"1 year ago | Apr 12, 2023 5:43 PM","I'm barely into a full day with it, and it has a lot of issues. First, setup of current Google Nest devices was not intuitive and troublesome, Google-adjacent devices didn't setup as advertised. It drops my Nest cam livestream constantly, and even says it is not available for 10 minutes at a time when it clearly is on the Google Home phone app, or the Nest app. It doesn't understand reasonable commands related to operation when asking to open things that are titled exactly that on the device. The initial interface is.....dumb. Weird, not clearly marked pull down / out menus from all directions and clunky navigation make it more annoying. I also find it strange the the device camera won't work if viewing another camera. Not a deal breaker there, but it won't record to the cloud service for as long as viewing.",Rated 2 out of 5 stars
JP82,"1 year ago | Apr 10, 2023 8:31 PM",Purchased for my wife's salon.  Looks great with many features including being used as a display for Google Nest Security Cameras.,Rated 5 out of 5 stars
Amanda,"1 year ago | Apr 9, 2023 10:20 AM",Love it! It's an amazing Google hub for our kitchen. The speaker is great and the larger screen is great when we want to watch YouTube videos on recipes/tutorials.,Rated 5 out of 5 stars
TheRealAK,"1 year ago | Apr 7, 2023 8:23 PM","Big display, cast Youtube, Hulu, Peacock, Directv, Hbo, Starz, SirusXm, Pandora just name a few. Easy to add google work with devices.",Rated 5 out of 5 stars
FieldMan,"1 year ago | Apr 7, 2023 5:24 PM","Fantastic Device and the camera is Amazing, sets up in minutes and has great resilution for video and pictures",Rated 5 out of 5 stars
Gaby1302,"1 year ago | Apr 1, 2023 10:04 AM",I have ir in my kitchen and I use it daily. The quality of the sound it’s great and if you connect it with other google hubs it’s even better.,Rated 5 out of 5 stars
Biochem,"1 year ago | Mar 24, 2023 9:58 PM",Great addition to my routines. Helps to keep yourself organized.,Rated 5 out of 5 stars
DellevaW,"1 year ago | Mar 24, 2023 6:32 PM",I like it I bought a daughter one and I am happy with it,Rated 5 out of 5 stars
Bfred,"1 year ago | Mar 23, 2023 3:10 PM","We had high hopes for this device. Having an elderly parent living in our home it was a relief to be able to view the camera during the day while we were at work to make sure all was ok. Well, that only lasted a short time before this device bricked itself and stopped connecting to WiFi. After searching this topic it is apparent that this is a problem with this device and there isn't a fix.  Come on Google give it a firmware update...",Rated 1 out of 5 stars
BendictoG,"1 year ago | Mar 19, 2023 10:52 AM",I love the product was well executed and a lot of improvements compared to my old one,Rated 5 out of 5 stars
LRinCol,"1 year ago | Mar 18, 2023 1:14 PM",The Nest hub has been the answer to many solutions to your personal needs.  Just love it so much!!,Rated 5 out of 5 stars
Adama,"1 year ago | Mar 18, 2023 10:35 AM","Not that useful. Not pulling me from using the phone, even in the kitchen.",Rated 3 out of 5 stars
ChavondaM,"1 year ago | Mar 17, 2023 4:23 PM",AMAZING AWESOME IT WORK WOTH ALL MY GOOGLE DEVICES IN HOME I LOVE HOW COMPATIBLE IT IS TO ALL GOOGLE THINGS I HAVE IN MY HOME .,Rated 5 out of 5 stars
Neil,"1 year ago | Mar 17, 2023 10:45 AM",Very useful and the screen size is helpful for videos or brief reading.,Rated 5 out of 5 stars
loveit,"1 year ago | Mar 17, 2023 9:05 AM","This is a very good product.  We use it for timers, alarms, music and looking up recipes in the kitchen",Rated 5 out of 5 stars
Hrp783,"1 year ago | Mar 15, 2023 8:56 PM","Really great functions, alot the google hub can do",Rated 5 out of 5 stars
Dante,"1 year ago | Mar 15, 2023 4:33 PM",This is a solid all in one smart display. It connects to all my Google devices,Rated 4 out of 5 stars
ColinL,"1 year ago | Mar 11, 2023 11:55 AM","Camera doesn’t work properly, exchanged three times, but eventually I decided to return.",Rated 1 out of 5 stars
Malcolm,"1 year ago | Mar 11, 2023 9:23 AM",These devices are great. I returned as my kids wouldn't use the large screens but I'm a Google home fan for sure!,Rated 4 out of 5 stars
Roger,"1 year ago | Mar 11, 2023 5:22 AM","Screen is bright and clear, sound is perfect and loud.",Rated 5 out of 5 stars
JNTcomputer,"1 year ago | Mar 10, 2023 3:58 PM",Very good product and display quality is excellent. I strongly recommend it,Rated 5 out of 5 stars
CarmenC,"1 year ago | Mar 4, 2023 7:57 PM","Very easy to install and setup,i recommend, excellent product",Rated 5 out of 5 stars
iPad,"1 year ago | Mar 1, 2023 9:03 AM",This item i had to exchamge it would talk by itself at 12 am and it has been hard to pair with smart plugs its been very hard to set up all around its a nice s reen though but not sure how i feel about it,Rated 1 out of 5 stars
Staszek84,"1 year ago | Feb 22, 2023 1:29 PM",Unit broke after a month of use. Won't connect to Wi-Fi at all and Google doesn't want to do warranty replacement as it is beyond return policy with BestBuy.,Rated 1 out of 5 stars
Nermai,"1 year ago | Feb 20, 2023 12:07 PM",One of the worst smart displays you can have in the market. Camera stops working need to call customer service (2 hours spent with customer service).  Please don't waste your time and money.,Rated 1 out of 5 stars
SarahL,"1 year ago | Feb 18, 2023 8:17 AM","Now if olny the person it was bought for understood how to operate it, and know it is not for conversions!",Rated 4 out of 5 stars
Angel,"1 year ago | Feb 17, 2023 2:41 AM",Cool display the picture quality is great all the google features are very easy to use the kids can't keep their hands off of it,Rated 5 out of 5 stars
lc123,"1 year ago | Feb 13, 2023 10:26 AM","We did have a little difficulty setting it up initially, but after we figured everything out we love it! Our family is new to using smart things in the home, but we are officially hooked and now have one in every room.",Rated 5 out of 5 stars
brain2028,"1 year ago | Feb 12, 2023 3:01 AM",Wilkes very well. The best display i have ever purchased,Rated 5 out of 5 stars
DaletL,"1 year ago | Feb 10, 2023 5:25 PM",It’s great!! Weve used it for recipes and when you stream music it’s got great sound!!,Rated 5 out of 5 stars
ScottZ,"1 year ago | Feb 10, 2023 4:47 PM",Alexa is alot better.  The hub is crap. Re selling it. To many things to get it to work correctly.,Rated 1 out of 5 stars
Larangc,"1 year ago | Feb 10, 2023 4:32 PM",Easy to set up an use . Great for the older generation.,Rated 5 out of 5 stars
bulld,"1 year ago | Feb 10, 2023 4:15 PM",Love it. We are using it to do video chats with our new grandchild and it's a lot of fun. Also love the Google Assistant features and being able to ask it anything.,Rated 5 out of 5 stars
Melissa2020,"1 year ago | Feb 9, 2023 7:02 PM",Loved it easy to use love the big screen speaker is loud,Rated 5 out of 5 stars
CeCe,"1 year ago | Feb 9, 2023 3:49 PM","Love this thing, but im still struggling on how to connect netflix & youtube from the bottomw screen. Hub won't let you watch netflix on the screen from pressing the button. Its frustrating not being able to use this to the full capacity.",Rated 3 out of 5 stars
Dylan,"1 year ago | Feb 8, 2023 7:58 PM","Like other google assistant products it works really well. However the interface is bulky, clumsy and hard to navigate. The interface also lacks the ability to customize it.",Rated 4 out of 5 stars
AntonioS,"1 year ago | Feb 8, 2023 1:10 PM",Great Product! Kids love it for fun and adults utilize it for it's in home functions.,Rated 5 out of 5 stars
Victor,"1 year ago | Feb 8, 2023 9:55 AM",I think if i had more smart appliances around the house id have found this more useful. I also see a use case being where i would have this in the kitchen while im perusing my fridge and ask for recipes on the spot or watch videos while im cooking.,Rated 4 out of 5 stars
Jeannajeans7,"1 year ago | Feb 8, 2023 9:01 AM",Very nice and nice sounding.  Picture quality excellent.,Rated 5 out of 5 stars
Linktriforce,"1 year ago | Feb 6, 2023 8:00 PM","Love all Google products, needed a main hub device for the kitchen, and they did not disappoin",Rated 5 out of 5 stars
